ColleraID,PK,Collera,Ubicacion,Km_Desde,Km_Hasta
33-1,33,1,Recta,33.0,33.012
33-2,33,2,Recta,33.012,33.024
33-3,33,3,Recta,33.024,33.036
33-4,33,4,Recta,33.036,33.048
33-6,33,6,Recta,33.048,33.06
33-7,33,7,Recta,33.06,33.072
33-8,33,8,Recta,33.072,33.084
33-9,33,9,Recta,33.084,33.096
33-10,33,10,Recta,33.096,33.108
33-11,33,11,Recta,33.108,33.12
33-12,33,12,Recta,33.12,33.132
33-13,33,13,Recta,33.132,33.144
33-15,33,15,Recta,33.144,33.156
33-16,33,16,Recta,33.156,33.168
33-17,33,17,Recta,33.168,33.18
33-18,33,18,Recta,33.18,33.192
33-19,33,19,Recta,33.192,33.204
33-20,33,20,Recta,33.204,33.216
33-21,33,21,Curva,33.216,33.228
33-23,33,23,Recta,33.228,33.24
33-24,33,24,Recta,33.24,33.252
33-25,33,25,Recta,33.252,33.264
33-26,33,26,Recta,33.264,33.276
33-27,33,27,Recta,33.276,33.288
33-29,33,29,Recta,33.288,33.3
33-30,33,30,Recta,33.3,33.312
33-33,33,33,Recta,33.312,33.324
33-35,33,35,Recta,33.324,33.336
33-36,33,36,Recta,33.336,33.348
33-37,33,37,Recta,33.348,33.36
33-38,33,38,Recta,33.36,33.372
33-41,33,41,Recta,33.372,33.384
33-42,33,42,Recta,33.384,33.396
33-43,33,43,Recta,33.396,33.408
33-44,33,44,Recta,33.408,33.42
33-45,33,45,Recta,33.42,33.432
33-46,33,46,Recta,33.432,33.444
33-47,33,47,Recta,33.444,33.456
33-48,33,48,Recta,33.456,33.468
33-49,33,49,Recta,33.468,33.48
33-50,33,50,Recta,33.48,33.492
33-51,33,51,Recta,33.492,33.504
33-52,33,52,Recta,33.504,33.516
33-53,33,53,Recta,33.516,33.528
33-55,33,55,Recta,33.528,33.54
33-56,33,56,Recta,33.54,33.552
33-57,33,57,Recta,33.552,33.564
33-58,33,58,Recta,33.564,33.576
33-59,33,59,Recta,33.576,33.588
33-60,33,60,Recta,33.588,33.6
33-61,33,61,Recta,33.6,33.612
33-62,33,62,Recta,33.612,33.624
33-63,33,63,Recta,33.624,33.636
33-64,33,64,Recta,33.636,33.648
33-65,33,65,Recta,33.648,33.66
33-66,33,66,Recta,33.66,33.672
33-67,33,67,Recta,33.672,33.684
33-68,33,68,Recta,33.684,33.696
33-69,33,69,Recta,33.696,33.708
33-70,33,70,Recta,33.708,33.72
33-71,33,71,Recta,33.72,33.732
33-72,33,72,Recta,33.732,33.744
33-73,33,73,Recta,33.744,33.756
33-74,33,74,Recta,33.756,33.768
33-75,33,75,Recta,33.768,33.78
33-76,33,76,Recta,33.78,33.792
33-79,33,79,Recta,33.792,33.804
33-80,33,80,Principio Curva < 1000,33.804,33.816
33-81,33,81,Curva < 1000,33.816,33.828
33-82,33,82,Curva < 1000,33.828,33.84
33-83,33,83,Curva < 1000,33.84,33.852
33-84,33,84,Curva < 1000,33.852,33.864
33-85,33,85,Curva < 1000,33.864,33.876
33-86,33,86,Principio Curva Circular < 1000,33.876,33.888
33-87,33,87,Curva < 1000,33.888,33.9
33-88,33,88,Curva < 1000,33.9,33.912
33-89,33,89,Curva < 1000,33.912,33.924
33-90,33,90,Curva < 1000,33.924,33.936
33-91,33,91,Curva < 1000,33.936,33.948
33-92,33,92,Curva < 1000,33.948,33.96
33-93,33,93,Curva < 1000,33.96,33.972
33-94,33,94,Curva < 1000,33.972,33.984
33-95,33,95,Curva < 1000,33.984,33.996
33-96,33,96,Curva < 1000,33.996,34.008
33-97,33,97,Curva < 1000,34.008,34.02
33-98,33,98,Curva < 1000,34.02,34.032
33-99,33,99,Curva < 1000,34.032,34.044
34-1,34,1,Recta,34.0,34.012
34-2,34,2,Recta,34.012,34.024
34-3,34,3,Recta,34.024,34.036
34-4,34,4,Recta,34.036,34.048
34-5,34,5,Recta,34.048,34.06
34-6,34,6,Recta,34.06,34.072
34-7,34,7,Recta,34.072,34.084
34-8,34,8,Recta,34.084,34.096
34-9,34,9,Recta,34.096,34.108
34-12,34,12,Recta,34.108,34.12
34-13,34,13,Recta,34.12,34.132
34-14,34,14,Recta,34.132,34.144
34-15,34,15,Recta,34.144,34.156
34-16,34,16,Recta,34.156,34.168
34-17,34,17,Recta,34.168,34.18
34-18,34,18,Recta,34.18,34.192
34-19,34,19,Recta,34.192,34.204
34-20,34,20,Recta,34.204,34.216
34-46,34,46,Recta,34.216,34.228
34-47,34,47,Recta,34.228,34.24
34-48,34,48,Recta,34.24,34.252
34-49,34,49,Recta,34.252,34.264
34-50,34,50,Recta,34.264,34.276
34-51,34,51,Recta,34.276,34.288
34-52,34,52,Recta,34.288,34.3
34-53,34,53,Recta,34.3,34.312
34-54,34,54,Recta,34.312,34.324
34-55,34,55,Recta,34.324,34.336
34-56,34,56,Recta,34.336,34.348
34-57,34,57,Recta,34.348,34.36
34-58,34,58,Recta,34.36,34.372
34-59,34,59,Recta,34.372,34.384
34-60,34,60,Recta,34.384,34.396
34-61,34,61,Recta,34.396,34.408
34-62,34,62,Recta,34.408,34.42
34-63,34,63,Recta,34.42,34.432
34-64,34,64,Recta,34.432,34.444
34-65,34,65,Recta,34.444,34.456
34-66,34,66,Principio Curva < 1000,34.456,34.468
34-67,34,67,Curva < 1000,34.468,34.48
34-68,34,68,Curva < 1000,34.48,34.492
34-69,34,69,Curva < 1000,34.492,34.504
34-70,34,70,Curva < 1000,34.504,34.516
34-71,34,71,Principio Curva Circular < 1000,34.516,34.528
34-72,34,72,Curva < 1000,34.528,34.54
34-73,34,73,Curva < 1000,34.54,34.552
34-74,34,74,Curva < 1000,34.552,34.564
34-75,34,75,Curva < 1000,34.564,34.576
34-76,34,76,Curva < 1000,34.576,34.588
34-77,34,77,Curva < 1000,34.588,34.6
34-78,34,78,Curva < 1000,34.6,34.612
34-79,34,79,Curva < 1000,34.612,34.624
34-80,34,80,Curva < 1000,34.624,34.636
34-81,34,81,Curva < 1000,34.636,34.648
34-82,34,82,Curva < 1000,34.648,34.66
34-83,34,83,Curva < 1000,34.66,34.672
34-84,34,84,Curva < 1000,34.672,34.684
35-1,35,1,Curva < 1000,35.0,35.012
35-2,35,2,Curva < 1000,35.012,35.024
35-3,35,3,Curva < 1000,35.024,35.036
35-4,35,4,Curva < 1000,35.036,35.048
35-5,35,5,Curva < 1000,35.048,35.06
35-6,35,6,Curva < 1000,35.06,35.072
35-7,35,7,Curva < 1000,35.072,35.084
35-8,35,8,Curva < 1000,35.084,35.096
35-9,35,9,Curva < 1000,35.096,35.108
35-10,35,10,Curva < 1000,35.108,35.12
35-11,35,11,Curva < 1000,35.12,35.132
35-12,35,12,Curva < 1000,35.132,35.144
35-13,35,13,Curva < 1000,35.144,35.156
35-14,35,14,Curva < 1000,35.156,35.168
35-15,35,15,Curva < 1000,35.168,35.18
35-16,35,16,Curva < 1000,35.18,35.192
35-17,35,17,Curva < 1000,35.192,35.204
35-18,35,18,Curva < 1000,35.204,35.216
35-19,35,19,Curva < 1000,35.216,35.228
35-20,35,20,Curva < 1000,35.228,35.24
35-21,35,21,Curva < 1000,35.24,35.252
35-22,35,22,Curva < 1000,35.252,35.264
35-23,35,23,Curva < 1000,35.264,35.276
35-24,35,24,Curva < 1000,35.276,35.288
35-25,35,25,Curva < 1000,35.288,35.3
35-26,35,26,Curva < 1000,35.3,35.312
35-27,35,27,Curva < 1000,35.312,35.324
35-28,35,28,Curva < 1000,35.324,35.336
35-29,35,29,Curva < 1000,35.336,35.348
35-30,35,30,Curva < 1000,35.348,35.36
35-31,35,31,Curva < 1000,35.36,35.372
35-32,35,32,Curva < 1000,35.372,35.384
35-33,35,33,Curva < 1000,35.384,35.396
35-34,35,34,Curva < 1000,35.396,35.408
35-35,35,35,Curva < 1000,35.408,35.42
35-36,35,36,Curva < 1000,35.42,35.432
35-37,35,37,Fin Curva Circular < 1000,35.432,35.444
35-38,35,38,Curva < 1000,35.444,35.456
35-39,35,39,Curva < 1000,35.456,35.468
35-40,35,40,Curva < 1000,35.468,35.48
35-41,35,41,Curva < 1000,35.48,35.492
35-42,35,42,Curva < 1000,35.492,35.504
35-43,35,43,Curva < 1000,35.504,35.516
35-44,35,44,Fin Curva < 1000,35.516,35.528
35-45,35,45,Recta,35.528,35.54
35-46,35,46,Recta,35.54,35.552
35-47,35,47,Recta,35.552,35.564
35-48,35,48,Recta,35.564,35.576
35-49,35,49,Recta,35.576,35.588
35-50,35,50,Recta,35.588,35.6
35-51,35,51,Recta,35.6,35.612
35-52,35,52,Recta,35.612,35.624
35-53,35,53,Recta,35.624,35.636
35-54,35,54,Recta,35.636,35.648
35-55,35,55,Recta,35.648,35.66
35-56,35,56,Recta,35.66,35.672
35-57,35,57,Recta,35.672,35.684
35-58,35,58,Recta,35.684,35.696
35-59,35,59,Recta,35.696,35.708
35-60,35,60,Recta,35.708,35.72
35-61,35,61,Recta,35.72,35.732
35-62,35,62,Recta,35.732,35.744
35-63,35,63,Recta,35.744,35.756
35-64,35,64,Recta,35.756,35.768
35-65,35,65,Recta,35.768,35.78
35-66,35,66,Recta,35.78,35.792
35-67,35,67,Recta,35.792,35.804
35-68,35,68,Recta,35.804,35.816
35-69,35,69,Recta,35.816,35.828
35-70,35,70,Recta,35.828,35.84
35-71,35,71,Recta,35.84,35.852
35-72,35,72,Recta,35.852,35.864
35-73,35,73,Recta,35.864,35.876
35-74,35,74,Recta,35.876,35.888
35-75,35,75,Recta,35.888,35.9
35-76,35,76,Recta,35.9,35.912
35-77,35,77,Recta,35.912,35.924
35-78,35,78,Recta,35.924,35.936
35-79,35,79,Recta,35.936,35.948
35-80,35,80,Recta,35.948,35.96
35-81,35,81,Recta,35.96,35.972
35-82,35,82,Recta,35.972,35.984
35-83,35,83,Recta,35.984,35.996
35-84,35,84,Recta,35.996,36.008
35-85,35,85,Recta,36.008,36.02
35-86,35,86,Recta,36.02,36.032
36-1,36,1,Recta,36.0,36.012
36-2,36,2,Recta,36.012,36.024
36-3,36,3,Recta,36.024,36.036
36-4,36,4,Recta,36.036,36.048
36-5,36,5,Recta,36.048,36.06
36-6,36,6,Recta,36.06,36.072
36-7,36,7,Recta,36.072,36.084
36-8,36,8,Recta,36.084,36.096
36-9,36,9,Recta,36.096,36.108
36-10,36,10,Recta,36.108,36.12
36-11,36,11,Recta,36.12,36.132
36-12,36,12,Recta,36.132,36.144
36-13,36,13,Recta,36.144,36.156
36-14,36,14,Recta,36.156,36.168
36-15,36,15,Recta,36.168,36.18
36-16,36,16,Recta,36.18,36.192
36-17,36,17,Recta,36.192,36.204
36-18,36,18,Recta,36.204,36.216
36-19,36,19,Recta,36.216,36.228
36-20,36,20,Recta,36.228,36.24
36-21,36,21,Recta,36.24,36.252
36-22,36,22,Recta,36.252,36.264
36-23,36,23,Recta,36.264,36.276
36-24,36,24,Recta,36.276,36.288
36-25,36,25,Recta,36.288,36.3
36-26,36,26,Recta,36.3,36.312
36-27,36,27,Recta,36.312,36.324
36-28,36,28,Recta,36.324,36.336
36-29,36,29,Recta,36.336,36.348
36-30,36,30,Recta,36.348,36.36
36-31,36,31,Recta,36.36,36.372
36-32,36,32,Recta,36.372,36.384
36-33,36,33,Recta,36.384,36.396
36-34,36,34,Recta,36.396,36.408
36-35,36,35,Recta,36.408,36.42
36-36,36,36,Recta,36.42,36.432
36-37,36,37,Recta,36.432,36.444
36-38,36,38,Recta,36.444,36.456
36-39,36,39,Recta,36.456,36.468
36-40,36,40,Recta,36.468,36.48
36-41,36,41,Recta,36.48,36.492
36-42,36,42,Recta,36.492,36.504
36-43,36,43,Recta,36.504,36.516
36-44,36,44,Recta,36.516,36.528
36-45,36,45,Recta,36.528,36.54
36-46,36,46,Recta,36.54,36.552
36-47,36,47,Recta,36.552,36.564
36-48,36,48,Recta,36.564,36.576
36-49,36,49,Recta,36.576,36.588
36-50,36,50,Recta,36.588,36.6
36-51,36,51,Recta,36.6,36.612
36-52,36,52,Recta,36.612,36.624
36-53,36,53,Recta,36.624,36.636
36-54,36,54,Recta,36.636,36.648
36-55,36,55,Recta,36.648,36.66
36-56,36,56,Recta,36.66,36.672
36-57,36,57,Recta,36.672,36.684
36-58,36,58,Recta,36.684,36.696
36-59,36,59,Recta,36.696,36.708
36-60,36,60,Recta,36.708,36.72
36-61,36,61,Recta,36.72,36.732
36-62,36,62,Recta,36.732,36.744
36-63,36,63,Recta,36.744,36.756
36-64,36,64,Recta,36.756,36.768
36-65,36,65,Recta,36.768,36.78
36-66,36,66,Recta,36.78,36.792
36-67,36,67,Recta,36.792,36.804
36-68,36,68,Recta,36.804,36.816
36-69,36,69,Recta,36.816,36.828
36-70,36,70,Recta,36.828,36.84
36-71,36,71,Recta,36.84,36.852
36-72,36,72,Recta,36.852,36.864
36-73,36,73,Recta,36.864,36.876
36-74,36,74,Recta,36.876,36.888
36-75,36,75,Recta,36.888,36.9
36-76,36,76,Recta,36.9,36.912
36-77,36,77,Recta,36.912,36.924
36-78,36,78,Recta,36.924,36.936
36-79,36,79,Recta,36.936,36.948
36-80,36,80,Recta,36.948,36.96
36-81,36,81,Recta,36.96,36.972
36-82,36,82,Recta,36.972,36.984
36-83,36,83,Recta,36.984,36.996
36-84,36,84,Recta,36.996,37.008
37-1,37,1,Recta,37.0,37.012
37-2,37,2,Recta,37.012,37.024
37-3,37,3,Recta,37.024,37.036
37-4,37,4,Recta,37.036,37.048
37-5,37,5,Recta,37.048,37.06
37-6,37,6,Recta,37.06,37.072
37-7,37,7,Recta,37.072,37.084
37-8,37,8,Recta,37.084,37.096
37-9,37,9,Recta,37.096,37.108
37-10,37,10,Recta,37.108,37.12
37-11,37,11,Recta,37.12,37.132
37-12,37,12,Recta,37.132,37.144
37-13,37,13,Recta,37.144,37.156
37-14,37,14,Recta,37.156,37.168
37-15,37,15,Recta,37.168,37.18
37-16,37,16,Recta,37.18,37.192
37-17,37,17,Recta,37.192,37.204
37-18,37,18,Recta,37.204,37.216
37-19,37,19,Recta,37.216,37.228
37-20,37,20,Recta,37.228,37.24
37-21,37,21,Recta,37.24,37.252
37-22,37,22,Recta,37.252,37.264
37-23,37,23,Recta,37.264,37.276
37-24,37,24,Recta,37.276,37.288
37-25,37,25,Recta,37.288,37.3
37-26,37,26,Recta,37.3,37.312
37-27,37,27,Recta,37.312,37.324
37-28,37,28,Recta,37.324,37.336
37-29,37,29,Recta,37.336,37.348
37-30,37,30,Recta,37.348,37.36
37-31,37,31,Recta,37.36,37.372
37-32,37,32,Recta,37.372,37.384
37-33,37,33,Recta,37.384,37.396
37-34,37,34,Recta,37.396,37.408
37-35,37,35,Recta,37.408,37.42
37-36,37,36,Recta,37.42,37.432
37-37,37,37,Recta,37.432,37.444
37-38,37,38,Recta,37.444,37.456
37-39,37,39,Recta,37.456,37.468
37-40,37,40,Recta,37.468,37.48
37-41,37,41,Recta,37.48,37.492
37-42,37,42,Recta,37.492,37.504
37-43,37,43,Recta,37.504,37.516
37-44,37,44,Recta,37.516,37.528
37-45,37,45,Recta,37.528,37.54
37-46,37,46,Recta,37.54,37.552
37-47,37,47,Recta,37.552,37.564
37-48,37,48,Recta,37.564,37.576
37-49,37,49,Recta,37.576,37.588
37-50,37,50,Recta,37.588,37.6
37-51,37,51,Recta,37.6,37.612
37-52,37,52,Recta,37.612,37.624
37-53,37,53,Recta,37.624,37.636
37-54,37,54,Recta,37.636,37.648
37-55,37,55,Recta,37.648,37.66
37-56,37,56,Recta,37.66,37.672
37-57,37,57,Recta,37.672,37.684
37-58,37,58,Recta,37.684,37.696
37-59,37,59,Recta,37.696,37.708
37-60,37,60,Recta,37.708,37.72
37-61,37,61,Recta,37.72,37.732
37-62,37,62,Recta,37.732,37.744
37-63,37,63,Recta,37.744,37.756
37-64,37,64,Recta,37.756,37.768
37-65,37,65,Recta,37.768,37.78
37-66,37,66,Recta,37.78,37.792
37-67,37,67,Recta,37.792,37.804
37-68,37,68,Recta,37.804,37.816
37-69,37,69,Recta,37.816,37.828
37-70,37,70,Recta,37.828,37.84
37-71,37,71,Recta,37.84,37.852
37-72,37,72,Recta,37.852,37.864
37-73,37,73,Recta,37.864,37.876
37-74,37,74,Recta,37.876,37.888
37-75,37,75,Recta,37.888,37.9
37-76,37,76,Recta,37.9,37.912
37-77,37,77,Recta,37.912,37.924
37-78,37,78,Recta,37.924,37.936
37-79,37,79,Recta,37.936,37.948
37-80,37,80,Recta,37.948,37.96
37-81,37,81,Recta,37.96,37.972
37-82,37,82,Recta,37.972,37.984
37-83,37,83,Recta,37.984,37.996
38-1,38,1,Recta,38.0,38.012
38-2,38,2,Recta,38.012,38.024
38-3,38,3,Recta,38.024,38.036
38-4,38,4,Recta,38.036,38.048
38-5,38,5,Recta,38.048,38.06
38-6,38,6,Recta,38.06,38.072
38-7,38,7,Recta,38.072,38.084
38-8,38,8,Recta,38.084,38.096
38-9,38,9,Recta,38.096,38.108
38-10,38,10,Recta,38.108,38.12
38-11,38,11,Recta,38.12,38.132
38-12,38,12,Recta,38.132,38.144
38-13,38,13,Recta,38.144,38.156
38-14,38,14,Recta,38.156,38.168
38-15,38,15,Recta,38.168,38.18
38-16,38,16,Recta,38.18,38.192
38-17,38,17,Recta,38.192,38.204
38-18,38,18,Recta,38.204,38.216
38-19,38,19,Recta,38.216,38.228
38-20,38,20,Recta,38.228,38.24
38-21,38,21,Recta,38.24,38.252
38-22,38,22,Recta,38.252,38.264
38-23,38,23,Recta,38.264,38.276
38-24,38,24,Recta,38.276,38.288
38-25,38,25,Recta,38.288,38.3
38-26,38,26,Recta,38.3,38.312
38-27,38,27,Recta,38.312,38.324
38-28,38,28,Recta,38.324,38.336
38-29,38,29,Recta,38.336,38.348
38-30,38,30,Recta,38.348,38.36
38-31,38,31,Recta,38.36,38.372
38-32,38,32,Recta,38.372,38.384
38-33,38,33,Recta,38.384,38.396
38-34,38,34,Recta,38.396,38.408
38-35,38,35,Recta,38.408,38.42
38-36,38,36,Recta,38.42,38.432
38-37,38,37,Recta,38.432,38.444
38-38,38,38,Recta,38.444,38.456
38-39,38,39,Recta,38.456,38.468
38-40,38,40,Recta,38.468,38.48
38-41,38,41,Recta,38.48,38.492
38-42,38,42,Recta,38.492,38.504
38-43,38,43,Recta,38.504,38.516
38-44,38,44,Recta,38.516,38.528
38-45,38,45,Recta,38.528,38.54
38-46,38,46,Recta,38.54,38.552
38-47,38,47,Recta,38.552,38.564
38-48,38,48,Recta,38.564,38.576
38-49,38,49,Recta,38.576,38.588
38-50,38,50,Recta,38.588,38.6
38-51,38,51,Recta,38.6,38.612
38-52,38,52,Recta,38.612,38.624
38-53,38,53,Recta,38.624,38.636
38-54,38,54,Recta,38.636,38.648
38-55,38,55,Recta,38.648,38.66
38-56,38,56,Recta,38.66,38.672
38-57,38,57,Recta,38.672,38.684
38-58,38,58,Recta,38.684,38.696
38-59,38,59,Recta,38.696,38.708
38-60,38,60,Recta,38.708,38.72
38-61,38,61,Recta,38.72,38.732
38-62,38,62,Recta,38.732,38.744
38-63,38,63,Recta,38.744,38.756
38-64,38,64,Recta,38.756,38.768
38-65,38,65,Recta,38.768,38.78
38-66,38,66,Recta,38.78,38.792
38-67,38,67,Recta,38.792,38.804
38-68,38,68,Recta,38.804,38.816
38-69,38,69,Recta,38.816,38.828
38-70,38,70,Recta,38.828,38.84
38-71,38,71,Recta,38.84,38.852
38-72,38,72,Recta,38.852,38.864
38-73,38,73,Recta,38.864,38.876
38-74,38,74,Recta,38.876,38.888
38-75,38,75,Recta,38.888,38.9
38-76,38,76,Recta,38.9,38.912
38-77,38,77,Recta,38.912,38.924
38-78,38,78,Recta,38.924,38.936
38-79,38,79,Recta,38.936,38.948
38-80,38,80,Recta,38.948,38.96
38-81,38,81,Recta,38.96,38.972
38-82,38,82,Recta,38.972,38.984
38-83,38,83,Recta,38.984,38.996
38-84,38,84,Recta,38.996,39.008
39-1,39,1,Recta,39.0,39.012
39-2,39,2,Recta,39.012,39.024
39-3,39,3,Recta,39.024,39.036
39-4,39,4,Recta,39.036,39.048
39-5,39,5,Recta,39.048,39.06
39-6,39,6,Recta,39.06,39.072
39-7,39,7,Recta,39.072,39.084
39-8,39,8,Recta,39.084,39.096
39-9,39,9,Recta,39.096,39.108
39-10,39,10,Recta,39.108,39.12
39-11,39,11,Recta,39.12,39.132
39-12,39,12,Recta,39.132,39.144
39-13,39,13,Recta,39.144,39.156
39-14,39,14,Recta,39.156,39.168
39-15,39,15,Recta,39.168,39.18
39-16,39,16,Recta,39.18,39.192
39-17,39,17,Recta,39.192,39.204
39-18,39,18,Recta,39.204,39.216
39-19,39,19,Recta,39.216,39.228
39-20,39,20,Recta,39.228,39.24
39-21,39,21,Recta,39.24,39.252
39-22,39,22,Recta,39.252,39.264
39-23,39,23,Recta,39.264,39.276
39-24,39,24,Recta,39.276,39.288
39-25,39,25,Recta,39.288,39.3
39-26,39,26,Recta,39.3,39.312
39-27,39,27,Recta,39.312,39.324
39-28,39,28,Recta,39.324,39.336
39-29,39,29,Recta,39.336,39.348
39-30,39,30,Recta,39.348,39.36
39-31,39,31,Recta,39.36,39.372
39-32,39,32,Recta,39.372,39.384
39-33,39,33,Recta,39.384,39.396
39-34,39,34,Recta,39.396,39.408
39-35,39,35,Recta,39.408,39.42
39-36,39,36,Recta,39.42,39.432
39-37,39,37,Recta,39.432,39.444
39-38,39,38,Recta,39.444,39.456
39-39,39,39,Recta,39.456,39.468
39-40,39,40,Recta,39.468,39.48
39-41,39,41,Recta,39.48,39.492
39-42,39,42,Recta,39.492,39.504
39-43,39,43,Recta,39.504,39.516
39-44,39,44,Recta,39.516,39.528
39-45,39,45,Recta,39.528,39.54
39-46,39,46,Recta,39.54,39.552
39-47,39,47,Recta,39.552,39.564
39-48,39,48,Recta,39.564,39.576
39-49,39,49,Recta,39.576,39.588
39-50,39,50,Recta,39.588,39.6
39-51,39,51,Recta,39.6,39.612
39-52,39,52,Recta,39.612,39.624
39-53,39,53,Recta,39.624,39.636
39-54,39,54,Recta,39.636,39.648
39-55,39,55,Recta,39.648,39.66
39-56,39,56,Recta,39.66,39.672
39-57,39,57,Recta,39.672,39.684
39-58,39,58,Recta,39.684,39.696
39-59,39,59,Recta,39.696,39.708
39-60,39,60,Recta,39.708,39.72
39-61,39,61,Recta,39.72,39.732
39-62,39,62,Recta,39.732,39.744
39-63,39,63,Recta,39.744,39.756
39-64,39,64,Recta,39.756,39.768
39-65,39,65,Recta,39.768,39.78
39-66,39,66,Recta,39.78,39.792
39-67,39,67,Recta,39.792,39.804
39-68,39,68,Recta,39.804,39.816
39-69,39,69,Recta,39.816,39.828
39-70,39,70,Recta,39.828,39.84
39-71,39,71,Recta,39.84,39.852
39-72,39,72,Recta,39.852,39.864
39-73,39,73,Recta,39.864,39.876
39-74,39,74,Recta,39.876,39.888
39-75,39,75,Recta,39.888,39.9
39-76,39,76,Recta,39.9,39.912
39-77,39,77,Recta,39.912,39.924
39-78,39,78,Recta,39.924,39.936
39-79,39,79,Recta,39.936,39.948
39-80,39,80,Recta,39.948,39.96
39-81,39,81,Recta,39.96,39.972
39-82,39,82,Recta,39.972,39.984
39-83,39,83,Recta,39.984,39.996
39-84,39,84,Recta,39.996,40.008
40-1,40,1,Recta,40.0,40.012
40-2,40,2,Recta,40.012,40.024
40-3,40,3,Recta,40.024,40.036
40-4,40,4,Recta,40.036,40.048
40-5,40,5,Recta,40.048,40.06
40-6,40,6,Recta,40.06,40.072
40-7,40,7,Recta,40.072,40.084
40-8,40,8,Recta,40.084,40.096
40-9,40,9,Recta,40.096,40.108
40-10,40,10,Recta,40.108,40.12
40-11,40,11,Recta,40.12,40.132
40-12,40,12,Recta,40.132,40.144
40-13,40,13,Recta,40.144,40.156
40-14,40,14,Principio Curva > 1000,40.156,40.168
40-15,40,15,Curva > 1000,40.168,40.18
40-16,40,16,Curva > 1000,40.18,40.192
40-17,40,17,Curva > 1000,40.192,40.204
40-18,40,18,Curva > 1000,40.204,40.216
40-19,40,19,Curva > 1000,40.216,40.228
40-20,40,20,Curva > 1000,40.228,40.24
40-21,40,21,Curva > 1000,40.24,40.252
40-22,40,22,Curva > 1000,40.252,40.264
40-23,40,23,Curva > 1000,40.264,40.276
40-24,40,24,Curva > 1000,40.276,40.288
40-25,40,25,Curva > 1000,40.288,40.3
40-26,40,26,Curva > 1000,40.3,40.312
40-27,40,27,Curva > 1000,40.312,40.324
40-28,40,28,Curva > 1000,40.324,40.336
40-29,40,29,Curva > 1000,40.336,40.348
40-30,40,30,Curva > 1000,40.348,40.36
40-31,40,31,Curva > 1000,40.36,40.372
40-32,40,32,Curva > 1000,40.372,40.384
40-33,40,33,Curva > 1000,40.384,40.396
40-34,40,34,Curva > 1000,40.396,40.408
40-35,40,35,Curva > 1000,40.408,40.42
40-36,40,36,Curva > 1000,40.42,40.432
40-37,40,37,Curva > 1000,40.432,40.444
40-38,40,38,Curva > 1000,40.444,40.456
40-39,40,39,Curva > 1000,40.456,40.468
40-40,40,40,Curva > 1000,40.468,40.48
40-41,40,41,Curva > 1000,40.48,40.492
40-42,40,42,Curva > 1000,40.492,40.504
40-43,40,43,Curva > 1000,40.504,40.516
40-44,40,44,Curva > 1000,40.516,40.528
40-45,40,45,Curva > 1000,40.528,40.54
40-46,40,46,Curva > 1000,40.54,40.552
40-47,40,47,Fin Curva Circular > 1000,40.552,40.564
40-48,40,48,Curva > 1000,40.564,40.576
40-49,40,49,Curva > 1000,40.576,40.588
40-50,40,50,Curva > 1000,40.588,40.6
40-51,40,51,Curva > 1000,40.6,40.612
40-52,40,52,Fin Curva > 1000,40.612,40.624
40-53,40,53,Recta,40.624,40.636
40-54,40,54,Recta,40.636,40.648
40-55,40,55,Recta,40.648,40.66
40-56,40,56,Recta,40.66,40.672
40-57,40,57,Recta,40.672,40.684
40-58,40,58,Recta,40.684,40.696
40-59,40,59,Recta,40.696,40.708
40-60,40,60,Recta,40.708,40.72
40-61,40,61,Recta,40.72,40.732
40-62,40,62,Recta,40.732,40.744
40-63,40,63,Recta,40.744,40.756
40-64,40,64,Recta,40.756,40.768
40-65,40,65,Recta,40.768,40.78
40-66,40,66,Recta,40.78,40.792
40-67,40,67,Recta,40.792,40.804
40-68,40,68,Recta,40.804,40.816
40-69,40,69,Recta,40.816,40.828
40-70,40,70,Recta,40.828,40.84
40-71,40,71,Recta,40.84,40.852
40-72,40,72,Recta,40.852,40.864
40-73,40,73,Recta,40.864,40.876
40-74,40,74,Recta,40.876,40.888
40-75,40,75,Recta,40.888,40.9
40-76,40,76,Recta,40.9,40.912
40-77,40,77,Recta,40.912,40.924
40-78,40,78,Recta,40.924,40.936
40-79,40,79,Recta,40.936,40.948
40-80,40,80,Recta,40.948,40.96
40-81,40,81,Recta,40.96,40.972
40-82,40,82,Recta,40.972,40.984
40-83,40,83,Recta,40.984,40.996
41-1,41,1,Recta,41.0,41.012
41-2,41,2,Recta,41.012,41.024
41-3,41,3,Recta,41.024,41.036
41-4,41,4,Recta,41.036,41.048
41-5,41,5,Recta,41.048,41.06
41-6,41,6,Recta,41.06,41.072
41-7,41,7,Recta,41.072,41.084
41-8,41,8,Recta,41.084,41.096
41-9,41,9,Recta,41.096,41.108
41-10,41,10,Recta,41.108,41.12
41-11,41,11,Recta,41.12,41.132
41-12,41,12,Recta,41.132,41.144
41-13,41,13,Recta,41.144,41.156
41-14,41,14,Recta,41.156,41.168
41-15,41,15,Recta,41.168,41.18
41-16,41,16,Recta,41.18,41.192
41-17,41,17,Recta,41.192,41.204
41-18,41,18,Recta,41.204,41.216
41-19,41,19,Recta,41.216,41.228
41-20,41,20,Recta,41.228,41.24
41-21,41,21,Recta,41.24,41.252
41-22,41,22,Recta,41.252,41.264
41-23,41,23,Recta,41.264,41.276
